"ID";"Intercept";"E-046";"J-078";"J-088";"J-059";"J-043";"J-067";"J-048";"J-076";"E-045";"J-092";"E-005";"J-068";"adj.R2";"df";"LL";"AICc";"ΔAICc";"weight"
"3471";25,8705135535017;NA;"+";"+";"+";NA;NA;NA;"+";"+";NA;"+";"+";0,0529646548941667;9;-526,376535905031;1072,17039464471;24,2088217294163;1.92530175604991e-07
"2296";25,0884466373781;"+";"+";"+";NA;"+";"+";"+";"+";NA;NA;NA;"+";0,0689205396543286;10;-525,213138069297;1072,17230788462;24,2107349693342;1.92346085462495e-07
"510";25,9034094817226;"+";NA;"+";"+";"+";"+";"+";"+";"+";NA;NA;NA;0,0688837837446912;10;-525,215840902196;1072,17771355042;24,2161406351322;1.91826908075638e-07
"1518";25,8958690831156;"+";NA;"+";"+";NA;"+";"+";"+";"+";NA;"+";NA;0,0688803286449515;10;-525,216094966257;1072,17822167855;24,2166487632555;1.91778177942786e-07
"1533";25,9115698347045;NA;NA;"+";"+";"+";"+";"+";"+";"+";NA;"+";NA;0,0688498251006908;10;-525,218337944371;1072,18270763477;24,2211347194834;1.91348505739741e-07
"2454";26,2262103439199;"+";NA;"+";NA;"+";NA;NA;"+";"+";NA;NA;"+";0,0368780666720659;8;-527,529796658044;1072,18459331609;24,2230204007974;1.91168179611636e-07
"3357";25,9650432333081;NA;NA;"+";"+";"+";NA;NA;NA;"+";NA;"+";"+";0,0368550349409524;8;-527,531433980483;1072,18786796097;24,2262950456754;1.90855431765932e-07
"224";25,5139386451566;"+";"+";"+";"+";"+";NA;"+";"+";NA;NA;NA;NA;0,0528386243587166;9;-526,385647018799;1072,18861687224;24,2270439569534;1.90783978252201e-07
"352";25,6528588654671;"+";"+";"+";"+";"+";NA;"+";NA;"+";NA;NA;NA;0,0527705368158971;9;-526,390568761039;1072,19846035672;24,2368874414337;1.89847295633705e-07
"1368";25,7519491557902;"+";"+";"+";NA;"+";NA;"+";NA;"+";NA;"+";NA;0,0527615275317033;9;-526,391219975183;1072,19976278501;24,2381898697206;1.89723704636167e-07
"3342";25,8338239468433;"+";NA;"+";"+";NA;NA;NA;NA;"+";NA;"+";"+";0,0366710015644337;8;-527,544515481117;1072,21403096223;24,2524580469435;1.88375015469758e-07
"3462";26,275629143678;"+";NA;"+";NA;NA;NA;NA;"+";"+";NA;"+";"+";0,0366555025658196;8;-527,545617070272;1072,21623414054;24,2546612252524;1.881676178502e-07
"3162";25,5496648256716;"+";NA;NA;"+";"+";NA;"+";NA;NA;NA;"+";"+";0,0366438237014007;8;-527,54644713222;1072,21789426444;24,2563213491489;1.88011491876809e-07
"1372";25,7738236365356;"+";"+";NA;"+";"+";NA;"+";NA;"+";NA;"+";NA;0,0526276910379713;9;-526,400893290809;1072,21910941626;24,2575365009734;1.87897295318175e-07
"1493";26,536094583956;NA;NA;"+";NA;"+";NA;"+";"+";"+";NA;"+";NA;0,0366323800541571;8;-527,547260466619;1072,21952093324;24,2579480179484;1.87858637832078e-07
"1175";26,5377314061836;NA;"+";"+";NA;"+";NA;NA;"+";NA;NA;"+";NA;0,020575332531051;7;-528,679074219171;1072,22636549261;24,2647925773149;1.8721683187864e-07
"1421";26,8613275474245;NA;NA;"+";"+";NA;NA;NA;"+";"+";NA;"+";NA;0,0204383594365945;7;-528,688649052921;1072,24551516011;24,2839422448144;1.85432816294039e-07
"3483";25,9459621382726;NA;"+";NA;"+";"+";NA;NA;"+";"+";NA;"+";"+";0,0524060963241285;9;-526,416906514716;1072,25113586408;24,2895629487875;1.84912416406334e-07
"2080";25,2795733973612;"+";"+";"+";"+";"+";NA;NA;NA;NA;NA;NA;"+";0,0363814673377224;8;-527,565091160657;1072,25518232131;24,2936094060226;1.84538674523851e-07
"3564";25,4254958542254;"+";"+";NA;"+";NA;"+";"+";"+";"+";NA;"+";"+";0,0842950088109582;11;-524,073125646978;1072,25825129396;24,2966783786651;1.84255719602803e-07
"3468";25,9885111728629;"+";"+";NA;"+";NA;NA;NA;"+";"+";NA;"+";"+";0,0522878295545974;9;-526,425451361212;1072,26822555707;24,3066526417786;1.83339099641039e-07
"413";26,9358469416742;NA;NA;"+";"+";"+";NA;NA;"+";"+";NA;NA;NA;0,0202641915168706;7;-528,700821984974;1072,26986102421;24,3082881089213;1.83189238385962e-07
"222";26,0221174662122;"+";NA;"+";"+";"+";NA;"+";"+";NA;NA;NA;NA;0,0362646100778224;8;-527,573393843177;1072,27178768635;24,3102147710626;1.83012851473945e-07
"1230";26,0173142159336;"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;"+";NA;0,0362546684434006;8;-527,574100147661;1072,27320029532;24,3116273800308;1.82883634315005e-07
"3196";24,9746136219752;"+";"+";NA;"+";"+";"+";"+";NA;NA;NA;"+";"+";0,0681763397133204;10;-525,267841781248;1072,28171530853;24,3201423932369;1.82106661192063e-07
"1172";26,5936281934182;"+";"+";NA;NA;"+";NA;NA;"+";NA;NA;"+";NA;0,0200942371297571;7;-528,712698340117;1072,2936137345;24,3320408192071;1.81026486160183e-07
"3530";26,0763146693965;"+";NA;NA;"+";NA;NA;"+";"+";"+";NA;"+";"+";0,0520777354020577;9;-526,440628164219;1072,29857916308;24,337006247792;1.80577606566141e-07
"2520";25,4948503413606;"+";"+";"+";NA;"+";NA;"+";"+";"+";NA;NA;"+";0,0680437230635788;10;-525,277585414494;1072,30120257502;24,3396296597296;1.80340897122319e-07
"1425";27,7060084072789;NA;NA;NA;NA;"+";NA;NA;"+";"+";NA;"+";NA;0,00395635263917618;6;-529,831130024753;1072,30841389566;24,3468409803691;1.79691819984586e-07
"1530";26,0093993668882;"+";NA;NA;"+";"+";"+";"+";"+";"+";NA;"+";NA;0,0679668834585722;10;-525,283230353037;1072,3124924521;24,3509195368142;1.79325751753664e-07
"1414";26,7464682346541;"+";NA;"+";NA;NA;NA;NA;"+";"+";NA;"+";NA;0,0198800694434088;7;-528,727661373995;1072,32353980225;24,3619668869633;1.78337945241165e-07
"3197";25,1989551104544;NA;NA;"+";"+";"+";"+";"+";NA;NA;NA;"+";"+";0,0518866226820836;9;-526,454430864568;1072,32618456378;24,3646116484915;1.78102270433124e-07
"2550";25,8582146641801;"+";NA;"+";NA;"+";"+";"+";"+";"+";NA;NA;"+";0,0678615189764085;10;-525,290970084655;1072,32797191534;24,3663990000514;1.77943175847764e-07
"410";26,9775546589175;"+";NA;NA;"+";"+";NA;NA;"+";"+";NA;NA;NA;0,0198152758059151;7;-528,732187600622;1072,33259225551;24,3710193402173;1.7753257131222e-07
"2518";25,9262610330943;"+";NA;"+";NA;"+";NA;"+";"+";"+";NA;NA;"+";0,0518422312955311;9;-526,457636537869;1072,33259591038;24,3710229950932;1.77532246882762e-07
"1242";26,123299864109;"+";NA;NA;"+";"+";NA;"+";"+";NA;NA;"+";NA;0,0357336291013459;8;-527,611107254434;1072,34721450887;24,3856415935782;1.76239341437711e-07
"3558";25,8789759482825;"+";NA;"+";NA;NA;"+";"+";"+";"+";NA;"+";"+";0,0677246240610353;10;-525,301024633156;1072,34808101234;24,3865080970529;1.76163001975136e-07
"2174";25,1855757242513;"+";NA;"+";"+";"+";"+";"+";NA;NA;NA;NA;"+";0,0517200837463349;9;-526,466456509443;1072,35023585353;24,3886629382412;1.75973302540274e-07
"406";26,8192373337959;"+";NA;"+";NA;"+";NA;NA;"+";"+";NA;NA;NA;0,019688273355128;7;-528,741058620761;1072,35033429578;24,3887613804941;1.7596464114926e-07
"1294";26,3132753351877;"+";NA;"+";"+";NA;NA;NA;NA;"+";NA;"+";NA;0,019683266796125;7;-528,741408301388;1072,35103365704;24,3894607417487;1.75903120480076e-07
"3517";25,8773245595388;NA;NA;"+";"+";"+";"+";NA;"+";"+";NA;"+";"+";0,0676931464170992;10;-525,303336369352;1072,35270448474;24,3911315694456;1.75756229942979e-07
"2494";25,8535465910733;"+";NA;"+";"+";"+";"+";NA;"+";"+";NA;NA;"+";0,0676582096287508;10;-525,305902055751;1072,35783585753;24,3962629422429;1.75305872559299e-07
"3573";25,9011280607642;NA;NA;"+";NA;"+";"+";"+";"+";"+";NA;"+";"+";0,0676412063416937;10;-525,307150707668;1072,36033316137;24,398760246077;1.75087113151052e-07
"3502";25,8882311425662;"+";NA;"+";"+";NA;"+";NA;"+";"+";NA;"+";"+";0,067591645389741;10;-525,310790131592;1072,36761200922;24,4060390939253;1.74451055067216e-07
"1418";27,0076344039953;"+";NA;NA;"+";NA;NA;NA;"+";"+";NA;"+";NA;0,0195606625472717;7;-528,749970977207;1072,36815900868;24,4065860933863;1.74403349274728e-07
"3579";25,4095790310024;NA;"+";NA;"+";"+";"+";"+";"+";"+";NA;"+";"+";0,0835544737895329;11;-524,12847320694;1072,36894641388;24,4073734985905;1.74334699736944e-07
"3567";25,405629179588;NA;"+";"+";"+";NA;"+";"+";"+";"+";NA;"+";"+";0,0835409923228266;11;-524,129480396897;1072,37096079379;24,4093878785031;1.74159199973963e-07
"1245";26,1295719600052;NA;NA;"+";"+";"+";NA;"+";"+";NA;NA;"+";NA;0,035537177449641;8;-527,625055152875;1072,37511030575;24,4135373904594;1.73798236717492e-07
"1150";25,3713435300842;"+";NA;"+";"+";"+";"+";"+";NA;NA;NA;"+";NA;0,0514761727277364;9;-526,484065321847;1072,38545347834;24,4238805630491;1.72901744280492e-07
"3190";25,3438274370922;"+";NA;"+";NA;"+";"+";"+";NA;NA;NA;"+";"+";0,0514086735967095;9;-526,488937526972;1072,39519788859;24,433624973298;1.72061380391011e-07
"3526";25,9723568084029;"+";NA;"+";NA;NA;NA;"+";"+";"+";NA;"+";"+";0,0512985716217939;9;-526,496884136163;1072,41109110697;24,44951819168;1.70699494199606e-07
"3541";26,0011399329328;NA;NA;"+";NA;"+";NA;"+";"+";"+";NA;"+";"+";0,0512457861321487;9;-526,500693601565;1072,41871003778;24,4571371224856;1.70050457408678e-07
"3192";25,0357740346687;"+";"+";"+";NA;"+";"+";"+";NA;NA;NA;"+";"+";0,0671722520541709;10;-525,341579826531;1072,42919139909;24,4676184838022;1.69161608386874e-07
"3254";25,6915156733607;"+";NA;"+";NA;"+";"+";NA;"+";NA;NA;"+";"+";0,0511401009261413;9;-526,508320139325;1072,4339631133;24,4723901980053;1.68758494040028e-07
"3182";25,1343960666751;"+";NA;"+";"+";NA;"+";"+";NA;NA;NA;"+";"+";0,0510309323546686;9;-526,516197154954;1072,44971714455;24,4881442292624;1.67434402536121e-07
"3194";25,4140154547425;"+";NA;NA;"+";"+";"+";"+";NA;NA;NA;"+";"+";0,0509495065150866;9;-526,52207181489;1072,46146646443;24,4998935491353;1.66453665927155e-07
"2463";25,8095380926492;NA;"+";"+";"+";"+";NA;NA;"+";"+";NA;NA;"+";0,0509444853670019;9;-526,522434061013;1072,46219095667;24,5006180413802;1.66393379651999e-07
"2448";25,789421498613;"+";"+";"+";"+";NA;NA;NA;"+";"+";NA;NA;"+";0,05087250799985;9;-526,527626591597;1072,47257601784;24,511003102549;1.65531616241812e-07
"2200";25,6090553632559;"+";"+";"+";NA;"+";NA;NA;"+";NA;NA;NA;"+";0,034811701783207;8;-527,676538706083;1072,47807741217;24,5165044968751;1.65076914554645e-07
"1302";26,6217018207653;"+";NA;"+";NA;"+";NA;NA;NA;"+";NA;"+";NA;0,0187568193979325;7;-528,806084851815;1072,48038675789;24,5188138426029;1.64886414724612e-07
"3477";26,4089029351771;NA;NA;"+";NA;"+";NA;NA;"+";"+";NA;"+";"+";0,0347787027598044;8;-527,678879569825;1072,48275913965;24,5211862243593;1.64690943919285e-07
"3538";26,0561726530928;"+";NA;NA;NA;"+";NA;"+";"+";"+";NA;"+";"+";0,0507835891630788;9;-526,534040755976;1072,4854043466;24,5238314313071;1.64473267086535e-07
"2556";25,4034938862881;"+";"+";NA;"+";"+";"+";"+";"+";"+";NA;NA;"+";0,0827709354774511;11;-524,186986180785;1072,48597236157;24,5243994462792;1.64426562080032e-07
"1309";26,706814117181;NA;NA;"+";"+";"+";NA;NA;NA;"+";NA;"+";NA;0,0186691071234902;7;-528,812205001488;1072,49262705724;24,531054141949;1.63880366909277e-07
"1238";26,0706427586454;"+";NA;"+";NA;"+";NA;"+";"+";NA;NA;"+";NA;0,0346610800808046;8;-527,687222761965;1072,49944552393;24,5378726086401;1.63322611796617e-07
"1152";25,0961256400542;"+";"+";"+";"+";"+";"+";"+";NA;NA;NA;"+";NA;0,0666353329151617;10;-525,380977470172;1072,50798668638;24,5464137710853;1.62626616527402e-07
"2544";25,3720926377512;"+";"+";"+";"+";NA;"+";"+";"+";"+";NA;NA;"+";0,0825407689573093;11;-524,204165033358;1072,52033006672;24,5587571514257;1.61626026279291e-07
"3570";26,0040577773272;"+";NA;NA;NA;"+";"+";"+";"+";"+";NA;"+";"+";0,066489936582277;10;-525,39164235381;1072,52931645365;24,5677435383607;1.60901438349755e-07
"1526";25,9675217444188;"+";NA;"+";NA;"+";"+";"+";"+";"+";NA;"+";NA;0,0663671101226249;10;-525,40065043389;1072,54733261381;24,5857596985215;1.59458533964257e-07
"3514";26,0152560479817;"+";NA;NA;"+";"+";"+";NA;"+";"+";NA;"+";"+";0,066350851990057;10;-525,401842714908;1072,54971717585;24,5881442605573;1.59268527873906e-07
"1470";25,9756483823456;"+";NA;"+";"+";"+";"+";NA;"+";"+";NA;"+";NA;0,0662739052575307;10;-525,407485278796;1072,56100230362;24,599429388333;1.58372375705669e-07
"3350";26,075030256007;"+";NA;"+";NA;"+";NA;NA;NA;"+";NA;"+";"+";0,0342264683173297;8;-527,718041759407;1072,56108351881;24,5995106035227;1.5836594471497e-07
"1532";25,6080372597161;"+";"+";NA;"+";"+";"+";"+";"+";"+";NA;"+";NA;0,0821250179407922;11;-524,235184371586;1072,58236874317;24,6207958278806;1.56689454325511e-07
"2559";25,3601302710906;NA;"+";"+";"+";"+";"+";"+";"+";"+";NA;NA;"+";0,0821023928773622;11;-524,236872033056;1072,58574406611;24,6241711508205;1.56425238586765e-07
"2460";25,9083822956173;"+";"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;"+";0,0500196788560734;9;-526,589120730758;1072,59556429616;24,6339913808702;1.55659055236051e-07
"3134";25,3700377991732;"+";NA;"+";"+";"+";"+";NA;NA;NA;NA;"+";"+";0,0499457259571247;9;-526,594450581859;1072,60622399836;24,6446510830731;1.54831622654038e-07
"3280";25,2401082657745;"+";"+";"+";"+";NA;NA;"+";"+";NA;NA;"+";"+";0,0659511456357069;10;-525,431148431059;1072,60832860815;24,6467556928594;1.54668778275898e-07
"1520";25,5901126216628;"+";"+";"+";"+";NA;"+";"+";"+";"+";NA;"+";NA;0,0818686987014768;11;-524,254301448271;1072,62060289654;24,6590299812517;1.53722460495531e-07
"1166";26,3503935548388;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;0,0177502469959505;7;-528,876285889541;1072,62078883335;24,6592159180559;1.53708169828312e-07
"158";26,3256352848869;"+";NA;"+";"+";"+";NA;NA;"+";NA;NA;NA;NA;0,0177366508023247;7;-528,877233631982;1072,62268431823;24,661111402937;1.53562563082055e-07
"350";26,1371353611247;"+";NA;"+";"+";"+";NA;"+";NA;"+";NA;NA;NA;0,0337733355200853;8;-527,750159354263;1072,62531870853;24,6637457932347;1.533604243762e-07
"3572";25,5552990361497;"+";"+";NA;NA;"+";"+";"+";"+";"+";NA;"+";"+";0,0818359778580818;11;-524,256741485376;1072,62548297075;24,6639100554623;1.53347829230967e-07
"3560";25,5280229603448;"+";"+";"+";NA;NA;"+";"+";"+";"+";NA;"+";"+";0,0818013970954228;11;-524,259320124688;1072,63064024938;24,6690673340845;1.52952909886347e-07
"1535";25,5579346919531;NA;"+";"+";"+";"+";"+";"+";"+";"+";NA;"+";NA;0,0817436295603989;11;-524,26362755281;1072,63925510562;24,6776821903304;1.5229549312501e-07
"1366";26,1136570345691;"+";NA;"+";NA;"+";NA;"+";NA;"+";NA;"+";NA;0,0336733885592301;8;-527,757241467241;1072,63948293448;24,6779100191914;1.5227814545874e-07
"3575";25,50495172495;NA;"+";"+";NA;"+";"+";"+";"+";"+";NA;"+";"+";0,0816191268736477;11;-524,272910157274;1072,65782031455;24,6962473992569;1.50888335449027e-07
"3229";25,8473023346194;NA;NA;"+";"+";"+";NA;NA;"+";NA;NA;"+";"+";0,0335429830557629;8;-527,766480732557;1072,65796146511;24,6963885498237;1.50877686837757e-07
"3359";25,6890160707249;NA;"+";"+";"+";"+";NA;NA;NA;"+";NA;"+";"+";0,0495603098812858;9;-526,622221150105;1072,66176513486;24,7001922195652;1.50591015079291e-07
"3199";24,8390381609457;NA;"+";"+";"+";"+";"+";"+";NA;NA;NA;"+";"+";0,0654162213987296;10;-525,47034846058;1072,68672866719;24,7251557519003;1.48723055212698e-07
"400";26,3445726155203;"+";"+";"+";"+";NA;NA;NA;"+";"+";NA;NA;NA;0,0333215400455192;8;-527,782167175673;1072,68933435135;24,7277614360557;1.4852941872471e-07
"3260";25,3482020586976;"+";"+";NA;"+";"+";"+";NA;"+";NA;NA;"+";"+";0,0653473290441845;10;-525,475395362766;1072,69682247156;24,7352495562727;1.47974355396763e-07
"3248";25,3443010914389;"+";"+";"+";"+";NA;"+";NA;"+";NA;NA;"+";"+";0,0653256010678963;10;-525,476987029333;1072,7000058047;24,7384328894072;1.47739016902357e-07
"3292";25,1488244170722;"+";"+";NA;"+";"+";NA;"+";"+";NA;NA;"+";"+";0,0653025925094572;10;-525,478672463666;1072,70337667336;24,7418037580735;1.47490222213378e-07
"1373";26,1917918632051;NA;NA;"+";"+";"+";NA;"+";NA;"+";NA;"+";NA;0,0331171298336945;8;-527,796643872276;1072,71828774455;24,756714829261;1.46394692566655e-07
"3214";25,8666161440979;"+";NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";"+";0,0330747049704308;8;-527,799648093579;1072,72429618716;24,7627232718669;1.45955550482894e-07
"512";25,5378983442576;"+";"+";"+";"+";"+";"+";"+";"+";"+";NA;NA;NA;0,0811585949723636;11;-524,307235319535;1072,72647063907;24,7648977237786;1.4579695005288e-07
"415";26,5102524034249;NA;"+";"+";"+";"+";NA;NA;"+";"+";NA;NA;NA;0,0328874919538441;8;-527,812903589085;1072,75080717817;24,7892342628795;1.44033603659814e-07
"288";26,2406781865327;"+";"+";"+";"+";"+";NA;NA;NA;"+";NA;NA;NA;0,0326445663591653;8;-527,830099954549;1072,7851999091;24,8236269938075;1.41577924068847e-07
"3226";25,9662148375963;"+";NA;NA;"+";"+";NA;NA;"+";NA;NA;"+";"+";0,0326429373114736;8;-527,830215258002;1072,785430516;24,8238576007134;1.41561600586434e-07
"3184";24,7793605829394;"+";"+";"+";"+";NA;"+";"+";NA;NA;NA;"+";"+";0,0647397533192729;10;-525,519888929464;1072,78580960496;24,8242366896684;1.41534770909605e-07
"3474";26,5596866522025;"+";NA;NA;NA;"+";NA;NA;"+";"+";NA;"+";"+";0,032600374914432;8;-527,833227741509;1072,79145548302;24,8298825677271;1.41135790294728e-07
"1433";27,1719647293243;NA;NA;NA;"+";"+";NA;NA;"+";"+";NA;"+";NA;0,0163885668647956;7;-528,971138736779;1072,81049452782;24,848921612532;1.39798619687999e-07
"3295";25,1499875688893;NA;"+";"+";"+";"+";NA;"+";"+";NA;NA;"+";"+";0,0645503201721666;10;-525,533755459133;1072,8135426643;24,8519697490076;1.39585719330589e-07
"1420";26,5885317647887;"+";"+";NA;"+";NA;NA;NA;"+";"+";NA;"+";NA;0,0323841601603398;8;-527,848528954811;1072,82205790962;24,8604849943308;1.3899267937476e-07
"2552";25,4818694862807;"+";"+";"+";NA;"+";"+";"+";"+";"+";NA;NA;"+";0,0804940033137402;11;-524,356739516376;1072,82547903275;24,8639061174617;1.38755127071385e-07
"3354";26,1571483759188;"+";NA;NA;"+";"+";NA;NA;NA;"+";NA;"+";"+";0,0322886860573969;8;-527,855284434772;1072,83556886954;24,8739959542531;1.38056881555082e-07
"2206";25,7116446061231;"+";NA;"+";"+";"+";NA;NA;"+";NA;NA;NA;"+";0,0322760516219969;8;-527,8561783621;1072,8373567242;24,8757838089086;1.37933523880489e-07
"1120";25,443502596735;"+";"+";"+";"+";"+";NA;"+";NA;NA;NA;"+";NA;0,0482551826637357;9;-526,716176579434;1072,84967599351;24,8881030782227;1.37086515076855e-07
"3344";25,5710819418976;"+";"+";"+";"+";NA;NA;NA;NA;"+";NA;"+";"+";0,0482524042180519;9;-526,71637646089;1072,85007575643;24,8885028411348;1.37059116762913e-07
"1423";26,5445784764757;NA;"+";"+";"+";NA;NA;NA;"+";"+";NA;"+";NA;0,0321411799037768;8;-527,865720247206;1072,85644049441;24,8948675791223;1.36623637374992e-07
"3420";25,339686642718;"+";"+";NA;"+";"+";NA;"+";NA;"+";NA;"+";"+";0,0642163528177676;10;-525,558195076026;1072,86242189808;24,9008489827934;1.36215647204493e-07
"412";26,5748963546422;"+";"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;NA;0,032008641178857;8;-527,875095783341;1072,87519156668;24,9136186513913;1.35348703459405e-07
"3263";25,2659477308217;NA;"+";"+";"+";"+";"+";NA;"+";NA;NA;"+";"+";0,0641235951873854;10;-525,564981500772;1072,87599474758;24,9144218322845;1.3529435962585e-07
"1311";26,4124153791527;NA;"+";"+";"+";"+";NA;NA;NA;"+";NA;"+";NA;0,0319586876917953;8;-527,878629064624;1072,88225812925;24,9206852139569;1.3487132227646e-07
"3356";25,8270873484683;"+";"+";NA;"+";"+";NA;NA;NA;"+";NA;"+";"+";0,0479720233342153;9;-526,736544070527;1072,8904109757;24,9288380604098;1.34322648758269e-07
"2176";24,8182973950706;"+";"+";"+";"+";"+";"+";"+";NA;NA;NA;NA;"+";0,0639360142421596;10;-525,578703427607;1072,90343860125;24,9418656859552;1.3345053963451e-07
"3288";25,3092443193466;"+";"+";"+";NA;"+";NA;"+";"+";NA;NA;"+";"+";0,0639293261211611;10;-525,579192626485;1072,904416999;24,9428440837105;1.33385271746093e-07
"1181";26,5765631527402;NA;NA;"+";"+";"+";NA;NA;"+";NA;NA;"+";NA;0,0155986545529697;7;-529,026102853422;1072,92042276111;24,9588498458174;1.32322065313843e-07
"1528";25,6763910346951;"+";"+";"+";NA;"+";"+";"+";"+";"+";NA;"+";NA;0,0797746830495857;11;-524,410280059336;1072,93256011867;24,9709872033809;1.31521476917686e-07
"3293";25,5841841808866;NA;NA;"+";"+";"+";NA;"+";"+";NA;NA;"+";"+";0,047669346703419;9;-526,758308735694;1072,93394030603;24,9723673907438;1.31430746087479e-07
"2336";25,6463305884714;"+";"+";"+";"+";"+";NA;NA;NA;"+";NA;NA;"+";0,0476434498611574;9;-526,760170587095;1072,93766400883;24,976091093544;1.3118626922927e-07
"3416";25,3631584825593;"+";"+";"+";NA;"+";NA;"+";NA;"+";NA;"+";"+";0,0636845444803741;10;-525,59709463956;1072,94022102515;24,9786481098604;1.31018653685571e-07
"3290";25,6285531609045;"+";NA;NA;"+";"+";NA;"+";"+";NA;NA;"+";"+";0,047624087126063;9;-526,76156263632;1072,94044810729;24,9788751919953;1.31003778532264e-07
"3510";25,9995719219752;"+";NA;"+";NA;"+";"+";NA;"+";"+";NA;"+";"+";0,0636616530081909;10;-525,598768559554;1072,94356886514;24,9819959498498;1.3079952239678e-07
"1216";25,4732514748728;"+";"+";"+";"+";"+";"+";NA;"+";NA;NA;"+";NA;0,0635768113156392;10;-525,604972181519;1072,95597610907;24,9944031937796;1.29990603314995e-07
"3423";25,2486444843143;NA;"+";"+";"+";"+";NA;"+";NA;"+";NA;"+";"+";0,063575716101231;10;-525,60505225989;1072,95613626581;24,9945633505217;1.29980194296001e-07
"2430";25,6006012050089;"+";NA;"+";"+";"+";"+";"+";NA;"+";NA;NA;"+";0,0635614032875775;10;-525,606098755781;1072,95822925759;24,9966563423036;1.29844241706089e-07
"3453";25,5870405294722;NA;NA;"+";"+";"+";"+";"+";NA;"+";NA;"+";"+";0,0635214428877045;10;-525,609020416332;1072,9640725787;25,0024996634058;1.29465434549729e-07
"3464";26,0305242061044;"+";"+";"+";NA;NA;NA;NA;"+";"+";NA;"+";"+";0,047454870687727;9;-526,773726945901;1072,96477672645;25,003203811156;1.29419861175565e-07
"1358";25,9071259365237;"+";NA;"+";"+";NA;NA;"+";NA;"+";NA;"+";NA;0,0313565417010182;8;-527,921205375271;1072,96741075054;25,0058378352512;1.29249525850657e-07
"1435";26,7246787967231;NA;"+";NA;"+";"+";NA;NA;"+";"+";NA;"+";NA;0,0313521349075497;8;-527,92151687163;1072,96803374326;25,0064608279699;1.29209271363795e-07
"1360";25,5133517083883;"+";"+";"+";"+";NA;NA;"+";NA;"+";NA;"+";NA;0,0472826940779231;9;-526,786101833892;1072,98952650243;25,0279535871389;1.27828173679143e-07
"2270";25,5173478121847;"+";NA;"+";"+";"+";NA;"+";"+";NA;NA;NA;"+";0,04710592170101;9;-526,798804709014;1073,01493225267;25,0533593373827;1.26214658191461e-07
"1178";26,6471509684955;"+";NA;NA;"+";"+";NA;NA;"+";NA;NA;"+";NA;0,0149169676291802;7;-529,073500943773;1073,01521894181;25,0536460265182;1.26196567302487e-07
"1054";26,1820097008404;"+";NA;"+";"+";"+";NA;NA;NA;NA;NA;"+";NA;0,0148294292641914;7;-529,079585161956;1073,02738737818;25,0658144628851;1.25431090877157e-07
"3479";26,1007430428037;NA;"+";"+";NA;"+";NA;NA;"+";"+";NA;"+";"+";0,0469415913993051;9;-526,810611383336;1073,03854560132;25,0769726860276;1.24733245315895e-07
"3278";25,6491553549143;"+";NA;"+";"+";NA;NA;"+";"+";NA;NA;"+";"+";0,0469370459347445;9;-526,810937933379;1073,0391987014;25,0776257861132;1.24692520319033e-07
"1306";26,8075973865252;"+";NA;NA;"+";"+";NA;NA;NA;"+";NA;"+";NA;0,0143389959513705;7;-529,11366197683;1073,09554100792;25,1339680926324;1.21228805704401e-07
"1406";25,7017739851552;"+";NA;"+";"+";"+";"+";"+";NA;"+";NA;"+";NA;0,0625863461052176;10;-525,677353433392;1073,10073861282;25,1391656975245;1.20914165009191e-07
"2400";25,2409769482187;"+";"+";"+";"+";"+";NA;"+";NA;"+";NA;NA;"+";0,0624935785788465;10;-525,684128786464;1073,11428931896;25,1527164036695;1.20097697899609e-07
"3390";25,6841357539193;"+";NA;"+";"+";"+";"+";NA;NA;"+";NA;"+";"+";0,06241808334737;10;-525,68964214862;1073,12531604327;25,1637431279814;1.19437377761674e-07
"3446";25,6776881833774;"+";NA;"+";NA;"+";"+";"+";NA;"+";NA;"+";"+";0,0623229973314881;10;-525,696585580228;1073,13920290649;25,1776299911976;1.18610944957841e-07
"3438";25,4610396304162;"+";NA;"+";"+";NA;"+";"+";NA;"+";NA;"+";"+";0,0620692282219119;10;-525,715113024794;1073,17625779562;25,2146848803284;1.16433619670228e-07
"3352";25,8950561839501;"+";"+";"+";NA;"+";NA;NA;NA;"+";NA;"+";"+";0,0458925057722283;9;-526,885937336099;1073,18919750684;25,2276245915534;1.15682742614831e-07
"2456";25,9695556322379;"+";"+";"+";NA;"+";NA;NA;"+";"+";NA;NA;"+";0,0458379860713016;9;-526,889849670742;1073,19702217613;25,2354492608383;1.15231037200898e-07
"1370";26,2982373005432;"+";NA;NA;"+";"+";NA;"+";NA;"+";NA;"+";NA;0,0297130032261715;8;-528,037281559623;1073,19956311925;25,237990203955;1.15084732403221e-07
"408";26,5334713954269;"+";"+";"+";NA;"+";NA;NA;"+";"+";NA;NA;NA;0,0295670105595766;8;-528,04758289959;1073,22016579918;25,2585928838901;1.13905290794095e-07
"1308";26,490978420432;"+";"+";NA;"+";"+";NA;NA;NA;"+";NA;"+";NA;0,0295512477700436;8;-528,048695039882;1073,22239007976;25,2608171644736;1.13778682546876e-07
